nmm_text_id,lang,type,nmm_text_for_search,expected_nmm_id
nmm_t_5388,zh,nmmgn_zh,净芥子是一种天然药材。,nmm-011g
nmm_t_5389,en,nmmsn,Sinapis alba Seed Cleaned and Stirfried-simple is a kind of Natural Medicinal Material.,nmm-011h
nmm_t_5390,zh,nmmsn_zh,清炒制净制白芥种子是一种天然药材。,nmm-011h
nmm_t_5391,en,nmmgn,Chao-bai-jie-zi is a kind of Natural Medicinal Material.,nmm-011h
nmm_t_5392,zh,nmmgn_zh,炒白芥子是一种天然药材。,nmm-011h
nmm_t_5393,en,nmmsn,Brassica juncea Seed Cleaned and Stirfried-simple is a kind of Natural Medicinal Material.,nmm-011i
nmm_t_5394,zh,nmmsn_zh,清炒制净制芥菜种子是一种天然药材。,nmm-011i
nmm_t_5395,en,nmmgn,Chao-jie-cai-zi is a kind of Natural Medicinal Material.,nmm-011i
nmm_t_5396,zh,nmmgn_zh,炒芥菜子是一种天然药材。,nmm-011i
nmm_t_5397,en,nmmsn,Brassica juncea vel Sinapis alba Seed Cleaned and Stirfried-simple is a kind of Natural Medicinal Material.,nmm-011j
nmm_t_5398,zh,nmmsn_zh,清炒制净制芥菜或白芥种子是一种天然药材。,nmm-011j
nmm_t_5399,en,nmmgn,Chao-jie-zi is a kind of Natural Medicinal Material.,nmm-011j
nmm_t_5400,zh,nmmgn_zh,炒芥子是一种天然药材。,nmm-011j
nmm_t_5401,en,nmmsn,Atractylodes lancea Rhizome is a kind of Natural Medicinal Material.,nmm-011k
nmm_t_5402,zh,nmmsn_zh,苍术根茎是一种天然药材。,nmm-011k
nmm_t_5403,en,nmmgn,Cang-zhu is a kind of Natural Medicinal Material.,nmm-011k
nmm_t_5404,zh,nmmgn_zh,苍术是一种天然药材。,nmm-011k
nmm_t_5405,en,nmmsn,Atractylodes lancea Rhizome Sliced is a kind of Natural Medicinal Material.,nmm-011l
nmm_t_5406,zh,nmmsn_zh,片制苍术根茎是一种天然药材。,nmm-011l
nmm_t_5407,en,nmmgn,Cang-zhu-pian is a kind of Natural Medicinal Material.,nmm-011l
nmm_t_5408,zh,nmmgn_zh,苍术片是一种天然药材。,nmm-011l
nmm_t_5409,en,nmmsn,Atractylodes lancea Rhizome Sliced and Stirfried-bran is a kind of Natural Medicinal Material.,nmm-011m
nmm_t_5410,zh,nmmsn_zh,麸炒制片制苍术根茎是一种天然药材。,nmm-011m
nmm_t_5411,en,nmmgn,Fu-chao-cang-zhu is a kind of Natural Medicinal Material.,nmm-011m
nmm_t_5412,zh,nmmgn_zh,麸炒苍术是一种天然药材。,nmm-011m
nmm_t_5413,en,nmmsn,Xanthium strumarium Fruit-with-involucre is a kind of Natural Medicinal Material.,nmm-011n
nmm_t_5414,zh,nmmsn_zh,苍耳带总苞果是一种天然药材。,nmm-011n
nmm_t_5415,en,nmmgn,Cang-er-zi is a kind of Natural Medicinal Material.,nmm-011n
nmm_t_5416,zh,nmmgn_zh,苍耳子是一种天然药材。,nmm-011n
nmm_t_5417,en,nmmsn,Xanthium strumarium Fruit-with-involucre Cleaned is a kind of Natural Medicinal Material.,nmm-011o
nmm_t_5418,zh,nmmsn_zh,净制苍耳带总苞果是一种天然药材。,nmm-011o
nmm_t_5419,en,nmmgn,Jing-cang-er-zi is a kind of Natural Medicinal Material.,nmm-011o
nmm_t_5420,zh,nmmgn_zh,净苍耳子是一种天然药材。,nmm-011o
nmm_t_5421,en,nmmsn,Xanthium strumarium Fruit-with-involucre Cleaned and Stirfried-simple is a kind of Natural Medicinal Material.,nmm-011p
nmm_t_5422,zh,nmmsn_zh,清炒制净制苍耳带总苞果是一种天然药材。,nmm-011p
nmm_t_5423,en,nmmgn,Chao-cang-er-zi is a kind of Natural Medicinal Material.,nmm-011p
nmm_t_5424,zh,nmmgn_zh,炒苍耳子是一种天然药材。,nmm-011p
nmm_t_5425,en,nmmsn,Euryale ferox Seed-kernel is a kind of Natural Medicinal Material.,nmm-011q
nmm_t_5426,zh,nmmsn_zh,芡种仁是一种天然药材。,nmm-011q
nmm_t_5427,en,nmmgn,Qian-shi is a kind of Natural Medicinal Material.,nmm-011q
nmm_t_5428,zh,nmmgn_zh,芡实是一种天然药材。,nmm-011q
nmm_t_5429,en,nmmsn,Euryale ferox Seed-kernel Cleaned is a kind of Natural Medicinal Material.,nmm-011r
nmm_t_5430,zh,nmmsn_zh,净制芡种仁是一种天然药材。,nmm-011r
nmm_t_5431,en,nmmgn,Jing-qian-shi is a kind of Natural Medicinal Material.,nmm-011r
nmm_t_5432,zh,nmmgn_zh,净芡实是一种天然药材。,nmm-011r
nmm_t_5433,en,nmmsn,Euryale ferox Seed-kernel Cleaned and Stirfried-bran is a kind of Natural Medicinal Material.,nmm-011s
nmm_t_5434,zh,nmmsn_zh,麸炒制净制芡种仁是一种天然药材。,nmm-011s
nmm_t_5435,en,nmmgn,Fu-chao-qian-shi is a kind of Natural Medicinal Material.,nmm-011s
nmm_t_5436,zh,nmmgn_zh,麸炒芡实是一种天然药材。,nmm-011s
nmm_t_5437,en,nmmsn,Phragmites australis Rhizome is a kind of Natural Medicinal Material.,nmm-011t
nmm_t_5438,zh,nmmsn_zh,芦苇根茎是一种天然药材。,nmm-011t
nmm_t_5439,en,nmmgn,Dan-lu-gen is a kind of Natural Medicinal Material.,nmm-011t
nmm_t_5440,zh,nmmgn_zh,单芦根是一种天然药材。,nmm-011t
nmm_t_5441,en,nmmsn,Phragmites australis Rhizome Fresh is a kind of Natural Medicinal Material.,nmm-011u
nmm_t_5442,zh,nmmsn_zh,鲜芦苇根茎是一种天然药材。,nmm-011u
nmm_t_5443,en,nmmgn,Xian-lu-gen is a kind of Natural Medicinal Material.,nmm-011u
nmm_t_5444,zh,nmmgn_zh,鲜芦根是一种天然药材。,nmm-011u
nmm_t_5445,en,nmmsn,Phragmites australis Rhizome Dry or Fresh is a kind of Natural Medicinal Material.,nmm-011v
nmm_t_5446,zh,nmmsn_zh,鲜或干芦苇根茎是一种天然药材。,nmm-011v
nmm_t_5447,en,nmmgn,Lu-gen is a kind of Natural Medicinal Material.,nmm-011v
nmm_t_5448,zh,nmmgn_zh,芦根是一种天然药材。,nmm-011v
nmm_t_5449,en,nmmsn,Phragmites australis Rhizome Segmented is a kind of Natural Medicinal Material.,nmm-011w
nmm_t_5450,zh,nmmsn_zh,段制芦苇根茎是一种天然药材。,nmm-011w
nmm_t_5451,en,nmmgn,Dan-lu-gen-duan is a kind of Natural Medicinal Material.,nmm-011w
nmm_t_5452,zh,nmmgn_zh,单芦根段是一种天然药材。,nmm-011w
nmm_t_5453,en,nmmsn,Phragmites australis Rhizome Fresh Segmented is a kind of Natural Medicinal Material.,nmm-011x
nmm_t_5454,zh,nmmsn_zh,段制鲜芦苇根茎是一种天然药材。,nmm-011x
nmm_t_5455,en,nmmgn,Xian-lu-gen-duan is a kind of Natural Medicinal Material.,nmm-011x
nmm_t_5456,zh,nmmgn_zh,鲜芦根段是一种天然药材。,nmm-011x
nmm_t_5457,en,nmmsn,Phragmites australis Rhizome Dry or Fresh Segmented is a kind of Natural Medicinal Material.,nmm-011y
nmm_t_5458,zh,nmmsn_zh,段制鲜或干芦苇根茎是一种天然药材。,nmm-011y
nmm_t_5459,en,nmmgn,Lu-gen-duan is a kind of Natural Medicinal Material.,nmm-011y
nmm_t_5460,zh,nmmgn_zh,芦根段是一种天然药材。,nmm-011y
nmm_t_5461,en,nmmsn,Biancaea sappan Heartwood is a kind of Natural Medicinal Material.,nmm-011z
nmm_t_5462,zh,nmmsn_zh,苏木心材是一种天然药材。,nmm-011z
nmm_t_5463,en,nmmgn,Su-mu is a kind of Natural Medicinal Material.,nmm-011z
nmm_t_5464,zh,nmmgn_zh,苏木是一种天然药材。,nmm-011z
nmm_t_5465,en,nmmsn,Biancaea sappan Heartwood Sliced is a kind of Natural Medicinal Material.,nmm-0120
nmm_t_5466,zh,nmmsn_zh,片制苏木心材是一种天然药材。,nmm-0120
nmm_t_5467,en,nmmgn,Su-mu-pian is a kind of Natural Medicinal Material.,nmm-0120
nmm_t_5468,zh,nmmgn_zh,苏木片是一种天然药材。,nmm-0120
nmm_t_5469,en,nmmsn,Biancaea sappan Heartwood Pulverized is a kind of Natural Medicinal Material.,nmm-0121
nmm_t_5470,zh,nmmsn_zh,粉制苏木心材是一种天然药材。,nmm-0121
nmm_t_5471,en,nmmgn,Su-mu-fen is a kind of Natural Medicinal Material.,nmm-0121
nmm_t_5472,zh,nmmgn_zh,苏木粉是一种天然药材。,nmm-0121
nmm_t_5473,en,nmmsn,Liquidambar orientalis Resin is a kind of Natural Medicinal Material.,nmm-0122
nmm_t_5474,zh,nmmsn_zh,苏合香树脂是一种天然药材。,nmm-0122
nmm_t_5475,en,nmmgn,Su-he-xiang is a kind of Natural Medicinal Material.,nmm-0122
nmm_t_5476,zh,nmmgn_zh,苏合香是一种天然药材。,nmm-0122
nmm_t_5477,en,nmmsn,Liquidambar orientalis Resin Cleaned is a kind of Natural Medicinal Material.,nmm-0123
nmm_t_5478,zh,nmmsn_zh,净制苏合香树脂是一种天然药材。,nmm-0123
nmm_t_5479,en,nmmgn,Jing-su-he-xiang is a kind of Natural Medicinal Material.,nmm-0123
nmm_t_5480,zh,nmmgn_zh,净苏合香是一种天然药材。,nmm-0123
nmm_t_5481,en,nmmsn,Eucommia ulmoides Bark-trunk is a kind of Natural Medicinal Material.,nmm-0124
nmm_t_5482,zh,nmmsn_zh,杜仲干皮是一种天然药材。,nmm-0124
nmm_t_5483,en,nmmgn,Du-zhong is a kind of Natural Medicinal Material.,nmm-0124
nmm_t_5484,zh,nmmgn_zh,杜仲是一种天然药材。,nmm-0124
nmm_t_5485,en,nmmsn,Eucommia ulmoides Bark-trunk Chunked is a kind of Natural Medicinal Material.,nmm-0125
nmm_t_5486,zh,nmmsn_zh,块制杜仲干皮是一种天然药材。,nmm-0125
nmm_t_5487,en,nmmgn,Du-zhong-kuai is a kind of Natural Medicinal Material.,nmm-0125
nmm_t_5488,zh,nmmgn_zh,杜仲块是一种天然药材。,nmm-0125
nmm_t_5489,en,nmmsn,Eucommia ulmoides Bark-trunk Julienned is a kind of Natural Medicinal Material.,nmm-0126
nmm_t_5490,zh,nmmsn_zh,丝制杜仲干皮是一种天然药材。,nmm-0126
nmm_t_5491,en,nmmgn,Du-zhong-si is a kind of Natural Medicinal Material.,nmm-0126
nmm_t_5492,zh,nmmgn_zh,杜仲丝是一种天然药材。,nmm-0126
nmm_t_5493,en,nmmsn,Eucommia ulmoides Bark-trunk Chunked and Aquafried-salt is a kind of Natural Medicinal Material.,nmm-0127
nmm_t_5494,zh,nmmsn_zh,盐炙制块制杜仲干皮是一种天然药材。,nmm-0127
nmm_t_5495,en,nmmgn,Yan-du-zong-kuai is a kind of Natural Medicinal Material.,nmm-0127
nmm_t_5496,zh,nmmgn_zh,盐杜仲块是一种天然药材。,nmm-0127
nmm_t_5497,en,nmmsn,Eucommia ulmoides Bark-trunk Julienned and Aquafried-salt is a kind of Natural Medicinal Material.,nmm-0128
nmm_t_5498,zh,nmmsn_zh,盐炙制丝制杜仲干皮是一种天然药材。,nmm-0128
nmm_t_5499,en,nmmgn,Yan-du-zhong-si is a kind of Natural Medicinal Material.,nmm-0128
nmm_t_5500,zh,nmmgn_zh,盐杜仲丝是一种天然药材。,nmm-0128
nmm_t_5501,en,nmmsn,Eucommia ulmoides Bark-trunk Chunked and Aquafried-salt or Julienned and Aquafried-salt is a kind of Natural Medicinal Material.,nmm-0129
nmm_t_5502,zh,nmmsn_zh,盐炙制丝制或盐炙制块制杜仲干皮是一种天然药材。,nmm-0129
nmm_t_5503,en,nmmgn,Yan-du-zhong is a kind of Natural Medicinal Material.,nmm-0129
nmm_t_5504,zh,nmmgn_zh,盐杜仲是一种天然药材。,nmm-0129
nmm_t_5505,en,nmmsn,Eucommia ulmoides Juice-leaf is a kind of Natural Medicinal Material.,nmm-012a
nmm_t_5506,zh,nmmsn_zh,杜仲叶汁是一种天然药材。,nmm-012a
nmm_t_5507,en,nmmgn,Du-zhong-ye is a kind of Natural Medicinal Material.,nmm-012a
nmm_t_5508,zh,nmmgn_zh,杜仲叶是一种天然药材。,nmm-012a
nmm_t_5509,en,nmmsn,Eucommia ulmoides Juice-leaf Cleaned is a kind of Natural Medicinal Material.,nmm-012b
nmm_t_5510,zh,nmmsn_zh,净制杜仲叶汁是一种天然药材。,nmm-012b
nmm_t_5511,en,nmmgn,Jing-du-zhong-ye is a kind of Natural Medicinal Material.,nmm-012b
nmm_t_5512,zh,nmmgn_zh,净杜仲叶是一种天然药材。,nmm-012b
nmm_t_5513,en,nmmsn,Persicaria perfoliata Part-aerial is a kind of Natural Medicinal Material.,nmm-012c
nmm_t_5514,zh,nmmsn_zh,扛板归地上部是一种天然药材。,nmm-012c
nmm_t_5515,en,nmmgn,Gang-ban-gui is a kind of Natural Medicinal Material.,nmm-012c
nmm_t_5516,zh,nmmgn_zh,杠板归是一种天然药材。,nmm-012c
nmm_t_5517,en,nmmsn,Persicaria perfoliata Part-aerial Segmented is a kind of Natural Medicinal Material.,nmm-012d
nmm_t_5518,zh,nmmsn_zh,段制扛板归地上部是一种天然药材。,nmm-012d
nmm_t_5519,en,nmmgn,Gang-ban-gui-duan is a kind of Natural Medicinal Material.,nmm-012d
nmm_t_5520,zh,nmmgn_zh,杠板归段是一种天然药材。,nmm-012d
nmm_t_5521,en,nmmsn,Epimedium wushanense Leaf is a kind of Natural Medicinal Material.,nmm-012e
nmm_t_5522,zh,nmmsn_zh,巫山淫羊藿叶是一种天然药材。,nmm-012e
nmm_t_5523,en,nmmgn,Wu-shan-yin-yang-huo is a kind of Natural Medicinal Material.,nmm-012e
nmm_t_5524,zh,nmmgn_zh,巫山淫羊藿是一种天然药材。,nmm-012e
nmm_t_5525,en,nmmsn,Epimedium wushanense Leaf Julienned is a kind of Natural Medicinal Material.,nmm-012f
nmm_t_5526,zh,nmmsn_zh,丝制巫山淫羊藿叶是一种天然药材。,nmm-012f
nmm_t_5527,en,nmmgn,Wu-shan-yin-yang-huo-si is a kind of Natural Medicinal Material.,nmm-012f
nmm_t_5528,zh,nmmgn_zh,巫山淫羊藿丝是一种天然药材。,nmm-012f
nmm_t_5529,en,nmmsn,Epimedium wushanense Leaf Julienned and Aquafried-oil is a kind of Natural Medicinal Material.,nmm-012g
nmm_t_5530,zh,nmmsn_zh,油炙制丝制巫山淫羊藿叶是一种天然药材。,nmm-012g
nmm_t_5531,en,nmmgn,Zhi-wu-shan-yin-yang-huo is a kind of Natural Medicinal Material.,nmm-012g
nmm_t_5532,zh,nmmgn_zh,炙巫山淫羊藿是一种天然药材。,nmm-012g
nmm_t_5533,en,nmmsn,Amomum kravanh Fruit is a kind of Natural Medicinal Material.,nmm-012h
nmm_t_5534,zh,nmmsn_zh,白豆蔻果实是一种天然药材。,nmm-012h
nmm_t_5535,en,nmmgn,Bai-dou-kou is a kind of Natural Medicinal Material.,nmm-012h
nmm_t_5536,zh,nmmgn_zh,白豆蔻是一种天然药材。,nmm-012h
nmm_t_5537,en,nmmsn,Amomum compactum Fruit is a kind of Natural Medicinal Material.,nmm-012i
nmm_t_5538,zh,nmmsn_zh,爪哇白豆蔻果实是一种天然药材。,nmm-012i
nmm_t_5539,en,nmmgn,Zhao-wa-bai-dou-kou is a kind of Natural Medicinal Material.,nmm-012i
nmm_t_5540,zh,nmmgn_zh,爪哇白豆蔻是一种天然药材。,nmm-012i
nmm_t_5541,en,nmmsn,Amomum compactum vel kravanh Fruit is a kind of Natural Medicinal Material.,nmm-012j
nmm_t_5542,zh,nmmsn_zh,爪哇白豆蔻或白豆蔻果实是一种天然药材。,nmm-012j
nmm_t_5543,en,nmmgn,Dou-kou is a kind of Natural Medicinal Material.,nmm-012j
nmm_t_5544,zh,nmmgn_zh,豆蔻是一种天然药材。,nmm-012j
nmm_t_5545,en,nmmsn,Amomum kravanh Fruit Cleaned is a kind of Natural Medicinal Material.,nmm-012k
nmm_t_5546,zh,nmmsn_zh,净制白豆蔻果实是一种天然药材。,nmm-012k
nmm_t_5547,en,nmmgn,Jing-bai-dou-kou is a kind of Natural Medicinal Material.,nmm-012k
nmm_t_5548,zh,nmmgn_zh,净白豆蔻是一种天然药材。,nmm-012k
nmm_t_5549,en,nmmsn,Amomum compactum Fruit Cleaned is a kind of Natural Medicinal Material.,nmm-012l
nmm_t_5550,zh,nmmsn_zh,净制爪哇白豆蔻果实是一种天然药材。,nmm-012l
nmm_t_5551,en,nmmgn,Jing-zhao-wa-bai-dou-kou is a kind of Natural Medicinal Material.,nmm-012l
nmm_t_5552,zh,nmmgn_zh,净爪哇白豆蔻是一种天然药材。,nmm-012l
nmm_t_5553,en,nmmsn,Amomum compactum vel kravanh Fruit Cleaned is a kind of Natural Medicinal Material.,nmm-012m
nmm_t_5554,zh,nmmsn_zh,净制爪哇白豆蔻或白豆蔻果实是一种天然药材。,nmm-012m
nmm_t_5555,en,nmmgn,Jing-dou-kou is a kind of Natural Medicinal Material.,nmm-012m
nmm_t_5556,zh,nmmgn_zh,净豆蔻是一种天然药材。,nmm-012m
nmm_t_5557,en,nmmsn,Anemone raddeana Rhizome is a kind of Natural Medicinal Material.,nmm-012n
nmm_t_5558,zh,nmmsn_zh,多被银莲花根茎是一种天然药材。,nmm-012n
nmm_t_5559,en,nmmgn,Liang-tou-jian is a kind of Natural Medicinal Material.,nmm-012n
nmm_t_5560,zh,nmmgn_zh,两头尖是一种天然药材。,nmm-012n
nmm_t_5561,en,nmmsn,Anemone raddeana Rhizome Cleaned is a kind of Natural Medicinal Material.,nmm-012o
nmm_t_5562,zh,nmmsn_zh,净制多被银莲花根茎是一种天然药材。,nmm-012o
nmm_t_5563,en,nmmgn,Jing-liang-tou-jian is a kind of Natural Medicinal Material.,nmm-012o
nmm_t_5564,zh,nmmgn_zh,净两头尖是一种天然药材。,nmm-012o
nmm_t_5565,en,nmmsn,Zanthoxylum nitidum Root is a kind of Natural Medicinal Material.,nmm-012p
nmm_t_5566,zh,nmmsn_zh,两面针根是一种天然药材。,nmm-012p
nmm_t_5567,en,nmmgn,Liang-mian-zhen is a kind of Natural Medicinal Material.,nmm-012p
nmm_t_5568,zh,nmmgn_zh,两面针是一种天然药材。,nmm-012p
nmm_t_5569,en,nmmsn,Zanthoxylum nitidum Root Segmented is a kind of Natural Medicinal Material.,nmm-012q
nmm_t_5570,zh,nmmsn_zh,段制两面针根是一种天然药材。,nmm-012q
nmm_t_5571,en,nmmgn,Liang-mian-zhen-duan is a kind of Natural Medicinal Material.,nmm-012q
nmm_t_5572,zh,nmmgn_zh,两面针段是一种天然药材。,nmm-012q
nmm_t_5573,en,nmmsn,Zanthoxylum nitidum Root Sliced is a kind of Natural Medicinal Material.,nmm-012r
nmm_t_5574,zh,nmmsn_zh,片制两面针根是一种天然药材。,nmm-012r
nmm_t_5575,en,nmmgn,Liang-mian-zhen-pian is a kind of Natural Medicinal Material.,nmm-012r
nmm_t_5576,zh,nmmgn_zh,两面针片是一种天然药材。,nmm-012r
nmm_t_5577,en,nmmsn,Glechoma longituba Part-aerial is a kind of Natural Medicinal Material.,nmm-012s
nmm_t_5578,zh,nmmsn_zh,活血丹地上部是一种天然药材。,nmm-012s
nmm_t_5579,en,nmmgn,Lian-qian-cao is a kind of Natural Medicinal Material.,nmm-012s
nmm_t_5580,zh,nmmgn_zh,连钱草是一种天然药材。,nmm-012s
nmm_t_5581,en,nmmsn,Glechoma longituba Part-aerial Segmented is a kind of Natural Medicinal Material.,nmm-012t
nmm_t_5582,zh,nmmsn_zh,段制活血丹地上部是一种天然药材。,nmm-012t
nmm_t_5583,en,nmmgn,Lian-qian-cao-duan is a kind of Natural Medicinal Material.,nmm-012t
nmm_t_5584,zh,nmmgn_zh,连钱草段是一种天然药材。,nmm-012t
nmm_t_5585,en,nmmsn,Forsythia suspensa Fruit is a kind of Natural Medicinal Material.,nmm-012u
nmm_t_5586,zh,nmmsn_zh,连翘果实是一种天然药材。,nmm-012u
nmm_t_5587,en,nmmgn,Lian-qiao is a kind of Natural Medicinal Material.,nmm-012u
nmm_t_5588,zh,nmmgn_zh,连翘是一种天然药材。,nmm-012u
nmm_t_5589,en,nmmsn,Forsythia suspensa Fruit Cleaned is a kind of Natural Medicinal Material.,nmm-012v
nmm_t_5590,zh,nmmsn_zh,净制连翘果实是一种天然药材。,nmm-012v
nmm_t_5591,en,nmmgn,Jing-Lian-qiao is a kind of Natural Medicinal Material.,nmm-012v
nmm_t_5592,zh,nmmgn_zh,净连翘是一种天然药材。,nmm-012v
nmm_t_5593,en,nmmsn,Tetradium ruticarpum Fruit is a kind of Natural Medicinal Material.,nmm-012w
nmm_t_5594,zh,nmmsn_zh,吴茱萸果实是一种天然药材。,nmm-012w
nmm_t_5595,en,nmmgn,Wu-zhu-yu is a kind of Natural Medicinal Material.,nmm-012w
nmm_t_5596,zh,nmmgn_zh,吴茱萸是一种天然药材。,nmm-012w
nmm_t_5597,en,nmmsn,Tetradium ruticarpum Fruit Cleaned is a kind of Natural Medicinal Material.,nmm-012x
nmm_t_5598,zh,nmmsn_zh,净制吴茱萸果实是一种天然药材。,nmm-012x
nmm_t_5599,en,nmmgn,Jing-wu-zhu-yu is a kind of Natural Medicinal Material.,nmm-012x
nmm_t_5600,zh,nmmgn_zh,净吴茱萸是一种天然药材。,nmm-012x
nmm_t_5601,en,nmmsn,Tetradium ruticarpum Fruit Cleaned and Prepared-licorice is a kind of Natural Medicinal Material.,nmm-012y
nmm_t_5602,zh,nmmsn_zh,甘草制净制吴茱萸果实是一种天然药材。,nmm-012y
nmm_t_5603,en,nmmgn,Zhi-wu-zhu-yu is a kind of Natural Medicinal Material.,nmm-012y
nmm_t_5604,zh,nmmgn_zh,制吴茱萸是一种天然药材。,nmm-012y
nmm_t_5605,en,nmmsn,Paeonia suffruticosa Bark-root Whole is a kind of Natural Medicinal Material.,nmm-012z
nmm_t_5606,zh,nmmsn_zh,完整牡丹根皮是一种天然药材。,nmm-012z
nmm_t_5607,en,nmmgn,Lian-dan-pi is a kind of Natural Medicinal Material.,nmm-012z
nmm_t_5608,zh,nmmgn_zh,连丹皮是一种天然药材。,nmm-012z
nmm_t_5609,en,nmmsn,Paeonia suffruticosa Bark-root Initially-refined is a kind of Natural Medicinal Material.,nmm-0130
nmm_t_5610,zh,nmmsn_zh,初精制牡丹根皮是一种天然药材。,nmm-0130
nmm_t_5611,en,nmmgn,Gua-dan-pi is a kind of Natural Medicinal Material.,nmm-0130
nmm_t_5612,zh,nmmgn_zh,刮丹皮是一种天然药材。,nmm-0130
nmm_t_5613,en,nmmsn,Paeonia suffruticosa Bark-root Initially-refined or Whole is a kind of Natural Medicinal Material.,nmm-0131
nmm_t_5614,zh,nmmsn_zh,完整或初精制牡丹根皮是一种天然药材。,nmm-0131
nmm_t_5615,en,nmmgn,Mu-dan-pi is a kind of Natural Medicinal Material.,nmm-0131
nmm_t_5616,zh,nmmgn_zh,牡丹皮是一种天然药材。,nmm-0131
nmm_t_5617,en,nmmsn,Paeonia suffruticosa Bark-root Whole Segmented is a kind of Natural Medicinal Material.,nmm-0132
nmm_t_5618,zh,nmmsn_zh,段制完整牡丹根皮是一种天然药材。,nmm-0132
nmm_t_5619,en,nmmgn,Lian-dan-pi-duan is a kind of Natural Medicinal Material.,nmm-0132
nmm_t_5620,zh,nmmgn_zh,连丹皮段是一种天然药材。,nmm-0132
nmm_t_5621,en,nmmsn,Paeonia suffruticosa Bark-root Initially-refined Segmented is a kind of Natural Medicinal Material.,nmm-0133
nmm_t_5622,zh,nmmsn_zh,段制初精制牡丹根皮是一种天然药材。,nmm-0133
nmm_t_5623,en,nmmgn,Gua-dan-pi-duan is a kind of Natural Medicinal Material.,nmm-0133
nmm_t_5624,zh,nmmgn_zh,刮丹皮段是一种天然药材。,nmm-0133
nmm_t_5625,en,nmmsn,Paeonia suffruticosa Bark-root Initially-refined or Whole Segmented is a kind of Natural Medicinal Material.,nmm-0134
nmm_t_5626,zh,nmmsn_zh,段制完整或初精制牡丹根皮是一种天然药材。,nmm-0134
nmm_t_5627,en,nmmgn,Mu-dan-pi-duan is a kind of Natural Medicinal Material.,nmm-0134
nmm_t_5628,zh,nmmgn_zh,牡丹皮段是一种天然药材。,nmm-0134
nmm_t_5629,en,nmmsn,Vitex negundo var cannabifolia Leaf is a kind of Natural Medicinal Material.,nmm-0135
nmm_t_5630,zh,nmmsn_zh,牡荆叶是一种天然药材。,nmm-0135
nmm_t_5631,en,nmmgn,Mu-jing-ye is a kind of Natural Medicinal Material.,nmm-0135
nmm_t_5632,zh,nmmgn_zh,牡荆叶是一种天然药材。,nmm-0135
nmm_t_5633,en,nmmsn,Vitex negundo var cannabifolia Leaf Cleaned is a kind of Natural Medicinal Material.,nmm-0136
nmm_t_5634,zh,nmmsn_zh,净制牡荆叶是一种天然药材。,nmm-0136
nmm_t_5635,en,nmmgn,Jing-mu-jing-ye is a kind of Natural Medicinal Material.,nmm-0136
nmm_t_5636,zh,nmmgn_zh,净牡荆叶是一种天然药材。,nmm-0136
nmm_t_5637,en,nmmsn,Crassostrea gigas Shell is a kind of Natural Medicinal Material.,nmm-0137
nmm_t_5638,zh,nmmsn_zh,长牡蛎壳是一种天然药材。,nmm-0137
nmm_t_5639,en,nmmgn,Chang-mu-li is a kind of Natural Medicinal Material.,nmm-0137
nmm_t_5640,zh,nmmgn_zh,长牡蛎是一种天然药材。,nmm-0137
nmm_t_5641,en,nmmsn,Ostrea talienwhanensis Shell is a kind of Natural Medicinal Material.,nmm-0138
nmm_t_5642,zh,nmmsn_zh,大连湾牡蛎壳是一种天然药材。,nmm-0138
nmm_t_5643,en,nmmgn,Da-lian-wan-mu-li is a kind of Natural Medicinal Material.,nmm-0138
nmm_t_5644,zh,nmmgn_zh,大连湾牡蛎是一种天然药材。,nmm-0138
nmm_t_5645,en,nmmsn,Ostrea rivularis Shell is a kind of Natural Medicinal Material.,nmm-0139
nmm_t_5646,zh,nmmsn_zh,近江牡蛎壳是一种天然药材。,nmm-0139
nmm_t_5647,en,nmmgn,Jin-jiang-mu-li is a kind of Natural Medicinal Material.,nmm-0139
nmm_t_5648,zh,nmmgn_zh,近江牡蛎是一种天然药材。,nmm-0139
nmm_t_5649,en,nmmsn,Crassostrea gigas vel Ostrea rivularis vel talienwhanensis Shell is a kind of Natural Medicinal Material.,nmm-013a
nmm_t_5650,zh,nmmsn_zh,长牡蛎或近江牡蛎或大连湾牡蛎壳是一种天然药材。,nmm-013a
nmm_t_5651,en,nmmgn,Mu-li is a kind of Natural Medicinal Material.,nmm-013a
nmm_t_5652,zh,nmmgn_zh,牡蛎是一种天然药材。,nmm-013a
nmm_t_5653,en,nmmsn,Crassostrea gigas Shell Minced is a kind of Natural Medicinal Material.,nmm-013b
nmm_t_5654,zh,nmmsn_zh,碎制长牡蛎壳是一种天然药材。,nmm-013b
nmm_t_5655,en,nmmgn,Chang-mu-li-sui is a kind of Natural Medicinal Material.,nmm-013b
nmm_t_5656,zh,nmmgn_zh,长牡蛎碎是一种天然药材。,nmm-013b
nmm_t_5657,en,nmmsn,Ostrea talienwhanensis Shell Minced is a kind of Natural Medicinal Material.,nmm-013c
nmm_t_5658,zh,nmmsn_zh,碎制大连湾牡蛎壳是一种天然药材。,nmm-013c
nmm_t_5659,en,nmmgn,Da-lian-wan-mu-li-sui is a kind of Natural Medicinal Material.,nmm-013c
nmm_t_5660,zh,nmmgn_zh,大连湾牡蛎碎是一种天然药材。,nmm-013c
nmm_t_5661,en,nmmsn,Ostrea rivularis Shell Minced is a kind of Natural Medicinal Material.,nmm-013d
nmm_t_5662,zh,nmmsn_zh,碎制近江牡蛎壳是一种天然药材。,nmm-013d
