nmm_text_id,expected_nmm_id,extracted_nmm_ids,correct
nmm_t_6238,nmm-017d,['nmm-017d'],True
nmm_t_6239,nmm-017d,['nmm-017d'],True
nmm_t_6240,nmm-017d,['nmm-017d'],True
nmm_t_6241,nmm-017e,[],False
nmm_t_6242,nmm-017e,['nmm-017e'],True
nmm_t_6243,nmm-017e,['nmm-017e'],True
nmm_t_6244,nmm-017e,['nmm-017e'],True
nmm_t_6245,nmm-017f,[],False
nmm_t_6246,nmm-017f,['nmm-017f'],True
nmm_t_6247,nmm-017f,['nmm-017f'],True
nmm_t_6248,nmm-017f,['nmm-017f'],True
nmm_t_6249,nmm-017g,[],False
nmm_t_6250,nmm-017g,['nmm-017g'],True
nmm_t_6251,nmm-017g,['nmm-017g'],True
nmm_t_6252,nmm-017g,['nmm-017g'],True
nmm_t_6253,nmm-017h,[],False
nmm_t_6254,nmm-017h,['nmm-017h'],True
nmm_t_6255,nmm-017h,['nmm-017h'],True
nmm_t_6256,nmm-017h,['nmm-017h'],True
nmm_t_6257,nmm-017i,[],False
nmm_t_6258,nmm-017i,['nmm-017i'],True
nmm_t_6259,nmm-017i,['nmm-017i'],True
nmm_t_6260,nmm-017i,['nmm-017i'],True
nmm_t_6261,nmm-017j,[],False
nmm_t_6262,nmm-017j,['nmm-017j'],True
nmm_t_6263,nmm-017j,['nmm-017j'],True
nmm_t_6264,nmm-017j,['nmm-017j'],True
nmm_t_6265,nmm-017k,[],False
nmm_t_6266,nmm-017k,['nmm-017k'],True
nmm_t_6267,nmm-017k,['nmm-017k'],True
nmm_t_6268,nmm-017k,['nmm-017k'],True
nmm_t_6269,nmm-017l,[],False
nmm_t_6270,nmm-017l,['nmm-017l'],True
nmm_t_6271,nmm-017l,['nmm-017l'],True
nmm_t_6272,nmm-017l,['nmm-017l'],True
nmm_t_6273,nmm-017m,[],False
nmm_t_6274,nmm-017m,['nmm-017m'],True
nmm_t_6275,nmm-017m,['nmm-017m'],True
nmm_t_6276,nmm-017m,['nmm-017m'],True
nmm_t_6277,nmm-017n,[],False
nmm_t_6278,nmm-017n,['nmm-017n'],True
nmm_t_6279,nmm-017n,['nmm-017n'],True
nmm_t_6280,nmm-017n,['nmm-017n'],True
nmm_t_6281,nmm-017o,[],False
nmm_t_6282,nmm-017o,['nmm-017o'],True
nmm_t_6283,nmm-017o,['nmm-017o'],True
nmm_t_6284,nmm-017o,['nmm-017o'],True
nmm_t_6285,nmm-017p,[],False
nmm_t_6286,nmm-017p,['nmm-017p'],True
nmm_t_6287,nmm-017p,['nmm-017p'],True
nmm_t_6288,nmm-017p,['nmm-017p'],True
nmm_t_6289,nmm-017q,[],False
nmm_t_6290,nmm-017q,['nmm-017q'],True
nmm_t_6291,nmm-017q,['nmm-017q'],True
nmm_t_6292,nmm-017q,['nmm-017q'],True
nmm_t_6293,nmm-017r,[],False
nmm_t_6294,nmm-017r,['nmm-017r'],True
nmm_t_6295,nmm-017r,['nmm-017r'],True
nmm_t_6296,nmm-017r,['nmm-017r'],True
nmm_t_6297,nmm-017s,[],False
nmm_t_6298,nmm-017s,['nmm-017s'],True
nmm_t_6299,nmm-017s,['nmm-017s'],True
nmm_t_6300,nmm-017s,['nmm-017s'],True
nmm_t_6301,nmm-017t,[],False
nmm_t_6302,nmm-017t,['nmm-017t'],True
nmm_t_6303,nmm-017t,['nmm-017t'],True
nmm_t_6304,nmm-017t,['nmm-017t'],True
nmm_t_6305,nmm-017u,[],False
nmm_t_6306,nmm-017u,['nmm-017u'],True
nmm_t_6307,nmm-017u,['nmm-017u'],True
nmm_t_6308,nmm-017u,['nmm-017u'],True
nmm_t_6309,nmm-017v,[],False
nmm_t_6310,nmm-017v,['nmm-017v'],True
nmm_t_6311,nmm-017v,['nmm-017v'],True
nmm_t_6312,nmm-017v,['nmm-017v'],True
nmm_t_6313,nmm-017w,[],False
nmm_t_6314,nmm-017w,['nmm-017w'],True
nmm_t_6315,nmm-017w,['nmm-017w'],True
nmm_t_6316,nmm-017w,['nmm-017w'],True
nmm_t_6317,nmm-017x,[],False
nmm_t_6318,nmm-017x,['nmm-017x'],True
nmm_t_6319,nmm-017x,['nmm-017x'],True
nmm_t_6320,nmm-017x,['nmm-017x'],True
nmm_t_6321,nmm-017y,[],False
nmm_t_6322,nmm-017y,['nmm-017y'],True
nmm_t_6323,nmm-017y,['nmm-017y'],True
nmm_t_6324,nmm-017y,['nmm-017y'],True
nmm_t_6325,nmm-017z,[],False
nmm_t_6326,nmm-017z,['nmm-017z'],True
nmm_t_6327,nmm-017z,['nmm-017z'],True
nmm_t_6328,nmm-017z,['nmm-017z'],True
nmm_t_6329,nmm-0180,[],False
nmm_t_6330,nmm-0180,['nmm-0180'],True
nmm_t_6331,nmm-0180,['nmm-0180'],True
nmm_t_6332,nmm-0180,['nmm-0180'],True
nmm_t_6333,nmm-0181,[],False
nmm_t_6334,nmm-0181,['nmm-0181'],True
nmm_t_6335,nmm-0181,['nmm-0181'],True
nmm_t_6336,nmm-0181,['nmm-0181'],True
nmm_t_6337,nmm-0182,[],False
nmm_t_6338,nmm-0182,['nmm-0182'],True
nmm_t_6339,nmm-0182,['nmm-0182'],True
nmm_t_6340,nmm-0182,['nmm-0182'],True
nmm_t_6341,nmm-0183,[],False
nmm_t_6342,nmm-0183,['nmm-0183'],True
nmm_t_6343,nmm-0183,['nmm-0183'],True
nmm_t_6344,nmm-0183,['nmm-0183'],True
nmm_t_6345,nmm-0184,[],False
nmm_t_6346,nmm-0184,['nmm-0184'],True
nmm_t_6347,nmm-0184,['nmm-0184'],True
nmm_t_6348,nmm-0184,['nmm-0184'],True
nmm_t_6349,nmm-0185,[],False
nmm_t_6350,nmm-0185,['nmm-0185'],True
nmm_t_6351,nmm-0185,['nmm-0185'],True
nmm_t_6352,nmm-0185,['nmm-0185'],True
nmm_t_6353,nmm-0186,[],False
nmm_t_6354,nmm-0186,['nmm-0186'],True
nmm_t_6355,nmm-0186,['nmm-0186'],True
nmm_t_6356,nmm-0186,['nmm-0186'],True
nmm_t_6357,nmm-0187,[],False
nmm_t_6358,nmm-0187,['nmm-0187'],True
nmm_t_6359,nmm-0187,['nmm-0187'],True
nmm_t_6360,nmm-0187,['nmm-0187'],True
nmm_t_6361,nmm-0188,[],False
nmm_t_6362,nmm-0188,['nmm-0188'],True
nmm_t_6363,nmm-0188,['nmm-0188'],True
nmm_t_6364,nmm-0188,['nmm-0188'],True
nmm_t_6365,nmm-0189,[],False
nmm_t_6366,nmm-0189,['nmm-0189'],True
nmm_t_6367,nmm-0189,['nmm-0189'],True
nmm_t_6368,nmm-0189,['nmm-0189'],True
nmm_t_6369,nmm-018a,[],False
nmm_t_6370,nmm-018a,['nmm-018a'],True
nmm_t_6371,nmm-018a,['nmm-018a'],True
nmm_t_6372,nmm-018a,['nmm-018a'],True
nmm_t_6373,nmm-018b,[],False
nmm_t_6374,nmm-018b,['nmm-018b'],True
nmm_t_6375,nmm-018b,['nmm-018b'],True
nmm_t_6376,nmm-018b,['nmm-018b'],True
nmm_t_6377,nmm-018c,[],False
nmm_t_6378,nmm-018c,['nmm-018c'],True
nmm_t_6379,nmm-018c,['nmm-018c'],True
nmm_t_6380,nmm-018c,['nmm-018c'],True
nmm_t_6381,nmm-018d,[],False
nmm_t_6382,nmm-018d,['nmm-018d'],True
nmm_t_6383,nmm-018d,['nmm-018d'],True
nmm_t_6384,nmm-018d,['nmm-018d'],True
nmm_t_6385,nmm-018e,[],False
nmm_t_6386,nmm-018e,['nmm-018e'],True
nmm_t_6387,nmm-018e,['nmm-018e'],True
nmm_t_6388,nmm-018e,['nmm-018e'],True
nmm_t_6389,nmm-018f,[],False
nmm_t_6390,nmm-018f,['nmm-018f'],True
nmm_t_6391,nmm-018f,['nmm-018f'],True
nmm_t_6392,nmm-018f,['nmm-018f'],True
nmm_t_6393,nmm-018g,[],False
nmm_t_6394,nmm-018g,['nmm-018g'],True
nmm_t_6395,nmm-018g,['nmm-018g'],True
nmm_t_6396,nmm-018g,['nmm-018g'],True
nmm_t_6397,nmm-018h,[],False
nmm_t_6398,nmm-018h,['nmm-018h'],True
nmm_t_6399,nmm-018h,['nmm-018h'],True
nmm_t_6400,nmm-018h,['nmm-018h'],True
nmm_t_6401,nmm-018i,[],False
nmm_t_6402,nmm-018i,['nmm-018i'],True
nmm_t_6403,nmm-018i,['nmm-018i'],True
nmm_t_6404,nmm-018i,['nmm-018i'],True
nmm_t_6405,nmm-018j,[],False
nmm_t_6406,nmm-018j,['nmm-018j'],True
nmm_t_6407,nmm-018j,['nmm-018j'],True
nmm_t_6408,nmm-018j,['nmm-018j'],True
nmm_t_6409,nmm-018k,[],False
nmm_t_6410,nmm-018k,['nmm-018k'],True
nmm_t_6411,nmm-018k,['nmm-018k'],True
nmm_t_6412,nmm-018k,['nmm-018k'],True
nmm_t_6413,nmm-018l,[],False
nmm_t_6414,nmm-018l,['nmm-018l'],True
nmm_t_6415,nmm-018l,['nmm-018l'],True
nmm_t_6416,nmm-018l,['nmm-018l'],True
nmm_t_6417,nmm-018m,[],False
nmm_t_6418,nmm-018m,['nmm-018m'],True
nmm_t_6419,nmm-018m,['nmm-018m'],True
nmm_t_6420,nmm-018m,['nmm-018m'],True
nmm_t_6421,nmm-018n,[],False
nmm_t_6422,nmm-018n,['nmm-018n'],True
nmm_t_6423,nmm-018n,['nmm-018n'],True
nmm_t_6424,nmm-018n,['nmm-018n'],True
nmm_t_6425,nmm-018o,[],False
nmm_t_6426,nmm-018o,['nmm-018o'],True
nmm_t_6427,nmm-018o,['nmm-018o'],True
nmm_t_6428,nmm-018o,['nmm-018o'],True
nmm_t_6429,nmm-018p,[],False
nmm_t_6430,nmm-018p,['nmm-018p'],True
nmm_t_6431,nmm-018p,['nmm-018p'],True
nmm_t_6432,nmm-018p,['nmm-018p'],True
nmm_t_6433,nmm-018q,[],False
nmm_t_6434,nmm-018q,['nmm-018q'],True
nmm_t_6435,nmm-018q,['nmm-018q'],True
nmm_t_6436,nmm-018q,['nmm-018q'],True
nmm_t_6437,nmm-018r,[],False
nmm_t_6438,nmm-018r,['nmm-018r'],True
nmm_t_6439,nmm-018r,['nmm-018r'],True
nmm_t_6440,nmm-018r,['nmm-018r'],True
nmm_t_6441,nmm-018s,[],False
nmm_t_6442,nmm-018s,['nmm-018s'],True
nmm_t_6443,nmm-018s,['nmm-018s'],True
nmm_t_6444,nmm-018s,['nmm-018s'],True
nmm_t_6445,nmm-018t,[],False
nmm_t_6446,nmm-018t,['nmm-018t'],True
nmm_t_6447,nmm-018t,['nmm-018t'],True
nmm_t_6448,nmm-018t,['nmm-018t'],True
nmm_t_6449,nmm-018u,[],False
nmm_t_6450,nmm-018u,['nmm-018u'],True
nmm_t_6451,nmm-018u,['nmm-018u'],True
nmm_t_6452,nmm-018u,['nmm-018u'],True
nmm_t_6453,nmm-018v,[],False
nmm_t_6454,nmm-018v,['nmm-018v'],True
nmm_t_6455,nmm-018v,['nmm-018v'],True
nmm_t_6456,nmm-018v,['nmm-018v'],True
nmm_t_6457,nmm-018w,[],False
nmm_t_6458,nmm-018w,['nmm-018w'],True
nmm_t_6459,nmm-018w,['nmm-018w'],True
nmm_t_6460,nmm-018w,['nmm-018w'],True
nmm_t_6461,nmm-018x,[],False
nmm_t_6462,nmm-018x,['nmm-018x'],True
nmm_t_6463,nmm-018x,['nmm-018x'],True
nmm_t_6464,nmm-018x,['nmm-018x'],True
nmm_t_6465,nmm-018y,[],False
nmm_t_6466,nmm-018y,['nmm-018y'],True
nmm_t_6467,nmm-018y,['nmm-018y'],True
nmm_t_6468,nmm-018y,['nmm-018y'],True
nmm_t_6469,nmm-018z,[],False
nmm_t_6470,nmm-018z,['nmm-018z'],True
nmm_t_6471,nmm-018z,['nmm-018z'],True
nmm_t_6472,nmm-018z,['nmm-018z'],True
nmm_t_6473,nmm-0190,[],False
nmm_t_6474,nmm-0190,['nmm-0190'],True
nmm_t_6475,nmm-0190,['nmm-0190'],True
nmm_t_6476,nmm-0190,['nmm-0190'],True
nmm_t_6477,nmm-0191,[],False
nmm_t_6478,nmm-0191,['nmm-0191'],True
nmm_t_6479,nmm-0191,['nmm-0191'],True
nmm_t_6480,nmm-0191,['nmm-0191'],True
nmm_t_6481,nmm-0192,[],False
nmm_t_6482,nmm-0192,['nmm-0192'],True
nmm_t_6483,nmm-0192,['nmm-0192'],True
nmm_t_6484,nmm-0192,['nmm-0192'],True
nmm_t_6485,nmm-0193,[],False
nmm_t_6486,nmm-0193,['nmm-0193'],True
nmm_t_6487,nmm-0193,['nmm-0193'],True
nmm_t_6488,nmm-0193,['nmm-0193'],True
nmm_t_6489,nmm-0194,[],False
nmm_t_6490,nmm-0194,['nmm-0194'],True
nmm_t_6491,nmm-0194,['nmm-0194'],True
nmm_t_6492,nmm-0194,['nmm-0194'],True
nmm_t_6493,nmm-0195,[],False
nmm_t_6494,nmm-0195,['nmm-0195'],True
nmm_t_6495,nmm-0195,['nmm-0195'],True
nmm_t_6496,nmm-0195,['nmm-0195'],True
nmm_t_6497,nmm-0196,[],False
nmm_t_6498,nmm-0196,['nmm-0196'],True
nmm_t_6499,nmm-0196,['nmm-0196'],True
nmm_t_6500,nmm-0196,['nmm-0196'],True
nmm_t_6501,nmm-0197,[],False
nmm_t_6502,nmm-0197,['nmm-0197'],True
nmm_t_6503,nmm-0197,['nmm-0197'],True
nmm_t_6504,nmm-0197,['nmm-0197'],True
nmm_t_6505,nmm-0198,[],False
nmm_t_6506,nmm-0198,['nmm-0198'],True
nmm_t_6507,nmm-0198,['nmm-0198'],True
nmm_t_6508,nmm-0198,['nmm-0198'],True
nmm_t_6509,nmm-0199,[],False
nmm_t_6510,nmm-0199,['nmm-0199'],True
nmm_t_6511,nmm-0199,['nmm-0199'],True
nmm_t_6512,nmm-0199,['nmm-0199'],True
nmm_t_6513,nmm-019a,[],False
nmm_t_6514,nmm-019a,['nmm-019a'],True
nmm_t_6515,nmm-019a,['nmm-019a'],True
nmm_t_6516,nmm-019a,['nmm-019a'],True
nmm_t_6517,nmm-019b,[],False
nmm_t_6518,nmm-019b,['nmm-019b'],True
nmm_t_6519,nmm-019b,['nmm-019b'],True
nmm_t_6520,nmm-019b,['nmm-019b'],True
nmm_t_6521,nmm-019c,[],False
nmm_t_6522,nmm-019c,['nmm-019e'],False
nmm_t_6523,nmm-019c,['nmm-019c'],True
nmm_t_6524,nmm-019c,['nmm-019c'],True
nmm_t_6525,nmm-019d,[],False
nmm_t_6526,nmm-019d,['nmm-019d'],True
nmm_t_6527,nmm-019d,['nmm-019d'],True
nmm_t_6528,nmm-019d,['nmm-019d'],True
nmm_t_6529,nmm-019e,[],False
nmm_t_6530,nmm-019e,['nmm-019e'],True
nmm_t_6531,nmm-019e,['nmm-019e'],True
nmm_t_6532,nmm-019e,['nmm-019e'],True
nmm_t_6533,nmm-019f,[],False
nmm_t_6534,nmm-019f,['nmm-019f'],True
nmm_t_6535,nmm-019f,['nmm-019f'],True
nmm_t_6536,nmm-019f,['nmm-019f'],True
nmm_t_6537,nmm-019g,[],False
nmm_t_6538,nmm-019g,['nmm-019g'],True
nmm_t_6539,nmm-019g,['nmm-019g'],True
nmm_t_6540,nmm-019g,['nmm-019g'],True
nmm_t_6541,nmm-019h,[],False
nmm_t_6542,nmm-019h,['nmm-019h'],True
nmm_t_6543,nmm-019h,['nmm-019h'],True
nmm_t_6544,nmm-019h,['nmm-019h'],True
nmm_t_6545,nmm-019i,[],False
nmm_t_6546,nmm-019i,['nmm-019i'],True
nmm_t_6547,nmm-019i,['nmm-019i'],True
nmm_t_6548,nmm-019i,['nmm-019i'],True
nmm_t_6549,nmm-019j,[],False
nmm_t_6550,nmm-019j,['nmm-019j'],True
nmm_t_6551,nmm-019j,['nmm-019j'],True
nmm_t_6552,nmm-019j,['nmm-019j'],True
nmm_t_6553,nmm-019k,[],False
nmm_t_6554,nmm-019k,['nmm-019k'],True
nmm_t_6555,nmm-019k,['nmm-019k'],True
nmm_t_6556,nmm-019k,['nmm-019k'],True
nmm_t_6557,nmm-019l,[],False
nmm_t_6558,nmm-019l,['nmm-019l'],True
nmm_t_6559,nmm-019l,['nmm-019l'],True
nmm_t_6560,nmm-019l,['nmm-019l'],True
nmm_t_6561,nmm-019m,[],False
nmm_t_6562,nmm-019m,['nmm-019m'],True
nmm_t_6563,nmm-019m,['nmm-019m'],True
nmm_t_6564,nmm-019m,['nmm-019m'],True
nmm_t_6565,nmm-019n,[],False
nmm_t_6566,nmm-019n,['nmm-019n'],True
nmm_t_6567,nmm-019n,['nmm-019n'],True
nmm_t_6568,nmm-019n,['nmm-019n'],True
nmm_t_6569,nmm-019o,[],False
nmm_t_6570,nmm-019o,['nmm-019o'],True
nmm_t_6571,nmm-019o,['nmm-019o'],True
nmm_t_6572,nmm-019o,['nmm-019o'],True
nmm_t_6573,nmm-019p,[],False
nmm_t_6574,nmm-019p,['nmm-019p'],True
nmm_t_6575,nmm-019p,['nmm-019p'],True
nmm_t_6576,nmm-019p,['nmm-019p'],True
nmm_t_6577,nmm-019q,[],False
nmm_t_6578,nmm-019q,['nmm-019q'],True
nmm_t_6579,nmm-019q,['nmm-019q'],True
nmm_t_6580,nmm-019q,['nmm-019q'],True
nmm_t_6581,nmm-019r,[],False
nmm_t_6582,nmm-019r,['nmm-019r'],True
nmm_t_6583,nmm-019r,['nmm-019r'],True
nmm_t_6584,nmm-019r,['nmm-019r'],True
nmm_t_6585,nmm-019s,[],False
nmm_t_6586,nmm-019s,['nmm-019s'],True
nmm_t_6587,nmm-019s,['nmm-019s'],True
nmm_t_6588,nmm-019s,['nmm-019s'],True
nmm_t_6589,nmm-019t,[],False
nmm_t_6590,nmm-019t,['nmm-019t'],True
nmm_t_6591,nmm-019t,['nmm-019t'],True
nmm_t_6592,nmm-019t,['nmm-019t'],True
nmm_t_6593,nmm-019u,[],False
nmm_t_6594,nmm-019u,['nmm-019u'],True
nmm_t_6595,nmm-019u,['nmm-019u'],True
nmm_t_6596,nmm-019u,['nmm-019u'],True
nmm_t_6597,nmm-019v,[],False
nmm_t_6598,nmm-019v,['nmm-019v'],True
nmm_t_6599,nmm-019v,['nmm-019v'],True
nmm_t_6600,nmm-019v,['nmm-019v'],True
nmm_t_6601,nmm-019w,[],False
nmm_t_6602,nmm-019w,['nmm-019w'],True
nmm_t_6603,nmm-019w,['nmm-019w'],True
nmm_t_6604,nmm-019w,['nmm-019w'],True
nmm_t_6605,nmm-019x,[],False
nmm_t_6606,nmm-019x,['nmm-019x'],True
nmm_t_6607,nmm-019x,['nmm-019x'],True
nmm_t_6608,nmm-019x,['nmm-019x'],True
nmm_t_6609,nmm-019y,[],False
nmm_t_6610,nmm-019y,['nmm-019y'],True
nmm_t_6611,nmm-019y,['nmm-019y'],True
nmm_t_6612,nmm-019y,['nmm-019y'],True
nmm_t_6613,nmm-019z,[],False
nmm_t_6614,nmm-019z,['nmm-019z'],True
nmm_t_6615,nmm-019z,['nmm-019z'],True
nmm_t_6616,nmm-019z,['nmm-019z'],True
nmm_t_6617,nmm-01a0,[],False
nmm_t_6618,nmm-01a0,['nmm-01a0'],True
nmm_t_6619,nmm-01a0,['nmm-01a0'],True
nmm_t_6620,nmm-01a0,['nmm-01a0'],True
nmm_t_6621,nmm-01a1,[],False
nmm_t_6622,nmm-01a1,['nmm-01a1'],True
nmm_t_6623,nmm-01a1,['nmm-01a1'],True
nmm_t_6624,nmm-01a1,['nmm-01a1'],True
nmm_t_6625,nmm-01a2,[],False
nmm_t_6626,nmm-01a2,['nmm-01a2'],True
nmm_t_6627,nmm-01a2,['nmm-01a2'],True
nmm_t_6628,nmm-01a2,['nmm-01a2'],True
nmm_t_6629,nmm-01a3,[],False
nmm_t_6630,nmm-01a3,['nmm-01a3'],True
nmm_t_6631,nmm-01a3,['nmm-01a3'],True
nmm_t_6632,nmm-01a3,['nmm-01a3'],True
nmm_t_6633,nmm-01a4,[],False
nmm_t_6634,nmm-01a4,['nmm-01a4'],True
nmm_t_6635,nmm-01a4,['nmm-01a4'],True
nmm_t_6636,nmm-01a4,['nmm-01a4'],True
nmm_t_6637,nmm-01a5,[],False
nmm_t_6638,nmm-01a5,['nmm-01a5'],True
nmm_t_6639,nmm-01a5,['nmm-01a5'],True
nmm_t_6640,nmm-01a5,['nmm-01a5'],True
nmm_t_6641,nmm-01a6,[],False
nmm_t_6642,nmm-01a6,['nmm-01a6'],True
nmm_t_6643,nmm-01a6,['nmm-01a6'],True
nmm_t_6644,nmm-01a6,['nmm-01a6'],True
nmm_t_6645,nmm-01a7,[],False
nmm_t_6646,nmm-01a7,['nmm-01a7'],True
nmm_t_6647,nmm-01a7,['nmm-01a7'],True
nmm_t_6648,nmm-01a7,['nmm-01a7'],True
nmm_t_6649,nmm-01a8,[],False
nmm_t_6650,nmm-01a8,['nmm-01a8'],True
nmm_t_6651,nmm-01a8,['nmm-01a8'],True
nmm_t_6652,nmm-01a8,['nmm-01a8'],True
nmm_t_6653,nmm-01a9,[],False
nmm_t_6654,nmm-01a9,['nmm-01a9'],True
nmm_t_6655,nmm-01a9,['nmm-01a9'],True
nmm_t_6656,nmm-01a9,['nmm-01a9'],True
nmm_t_6657,nmm-01aa,[],False
nmm_t_6658,nmm-01aa,['nmm-01aa'],True
nmm_t_6659,nmm-01aa,['nmm-01aa'],True
nmm_t_6660,nmm-01aa,['nmm-01aa'],True
nmm_t_6661,nmm-01ab,[],False
nmm_t_6662,nmm-01ab,['nmm-01ab'],True
nmm_t_6663,nmm-01ab,['nmm-01ab'],True
nmm_t_6664,nmm-01ab,['nmm-01ab'],True
nmm_t_6665,nmm-01ac,[],False
nmm_t_6666,nmm-01ac,['nmm-01ac'],True
nmm_t_6667,nmm-01ac,['nmm-01ac'],True
nmm_t_6668,nmm-01ac,['nmm-01ac'],True
nmm_t_6669,nmm-01ad,[],False
nmm_t_6670,nmm-01ad,['nmm-01ad'],True
nmm_t_6671,nmm-01ad,['nmm-01ad'],True
nmm_t_6672,nmm-01ad,['nmm-01ad'],True
nmm_t_6673,nmm-01ae,[],False
nmm_t_6674,nmm-01ae,['nmm-01ae'],True
nmm_t_6675,nmm-01ae,['nmm-01ae'],True
nmm_t_6676,nmm-01ae,['nmm-01ae'],True
nmm_t_6677,nmm-01af,[],False
nmm_t_6678,nmm-01af,['nmm-01af'],True
nmm_t_6679,nmm-01af,['nmm-01af'],True
nmm_t_6680,nmm-01af,['nmm-01af'],True
nmm_t_6681,nmm-01ag,['nmm-01ag'],True
nmm_t_6682,nmm-01ag,['nmm-01ag'],True
nmm_t_6683,nmm-01ag,['nmm-01ag'],True
nmm_t_6684,nmm-01ag,['nmm-01ag'],True
nmm_t_6685,nmm-01ah,['nmm-01ag'],False
nmm_t_6686,nmm-01ah,['nmm-01ah'],True
nmm_t_6687,nmm-01ah,['nmm-01ah'],True
nmm_t_6688,nmm-01ah,['nmm-01ah'],True
nmm_t_6689,nmm-01ai,['nmm-01ag'],False
nmm_t_6690,nmm-01ai,['nmm-01ai'],True
nmm_t_6691,nmm-01ai,['nmm-01ai'],True
nmm_t_6692,nmm-01ai,['nmm-01ai'],True
nmm_t_6693,nmm-01aj,[],False
nmm_t_6694,nmm-01aj,['nmm-01ak'],False
nmm_t_6695,nmm-01aj,['nmm-01aj'],True
nmm_t_6696,nmm-01aj,['nmm-01aj'],True
nmm_t_6697,nmm-01ak,[],False
nmm_t_6698,nmm-01ak,['nmm-01ak'],True
nmm_t_6699,nmm-01ak,['nmm-01ak'],True
nmm_t_6700,nmm-01ak,['nmm-01ak'],True
nmm_t_6701,nmm-01al,[],False
nmm_t_6702,nmm-01al,['nmm-01al'],True
nmm_t_6703,nmm-01al,['nmm-01al'],True
nmm_t_6704,nmm-01al,['nmm-01al'],True
nmm_t_6705,nmm-01am,[],False
nmm_t_6706,nmm-01am,['nmm-01am'],True
nmm_t_6707,nmm-01am,['nmm-01am'],True
nmm_t_6708,nmm-01am,['nmm-01am'],True
nmm_t_6709,nmm-01an,[],False
nmm_t_6710,nmm-01an,['nmm-01an'],True
nmm_t_6711,nmm-01an,['nmm-01an'],True
nmm_t_6712,nmm-01an,['nmm-01an'],True
nmm_t_6713,nmm-01ao,[],False
nmm_t_6714,nmm-01ao,['nmm-01ao'],True
nmm_t_6715,nmm-01ao,['nmm-01ao'],True
nmm_t_6716,nmm-01ao,['nmm-01ao'],True
nmm_t_6717,nmm-01ap,[],False
nmm_t_6718,nmm-01ap,['nmm-01ap'],True
nmm_t_6719,nmm-01ap,['nmm-01ap'],True
nmm_t_6720,nmm-01ap,['nmm-01ap'],True
nmm_t_6721,nmm-01aq,[],False
nmm_t_6722,nmm-01aq,['nmm-01aq'],True
nmm_t_6723,nmm-01aq,['nmm-01aq'],True
nmm_t_6724,nmm-01aq,['nmm-01aq'],True
nmm_t_6725,nmm-01ar,[],False
nmm_t_6726,nmm-01ar,['nmm-01ar'],True
nmm_t_6727,nmm-01ar,['nmm-01ar'],True
nmm_t_6728,nmm-01ar,['nmm-01ar'],True
nmm_t_6729,nmm-01as,[],False
nmm_t_6730,nmm-01as,['nmm-01as'],True
nmm_t_6731,nmm-01as,['nmm-01as'],True
nmm_t_6732,nmm-01as,['nmm-01as'],True
nmm_t_6733,nmm-01at,[],False
nmm_t_6734,nmm-01at,['nmm-01at'],True
nmm_t_6735,nmm-01at,['nmm-01at'],True
nmm_t_6736,nmm-01at,['nmm-01at'],True
nmm_t_6737,nmm-01au,[],False
nmm_t_6738,nmm-01au,['nmm-01au'],True
nmm_t_6739,nmm-01au,['nmm-01au'],True
nmm_t_6740,nmm-01au,['nmm-01au'],True
nmm_t_6741,nmm-01av,[],False
nmm_t_6742,nmm-01av,['nmm-01av'],True
nmm_t_6743,nmm-01av,['nmm-01av'],True
nmm_t_6744,nmm-01av,['nmm-01av'],True
nmm_t_6745,nmm-01aw,[],False
nmm_t_6746,nmm-01aw,['nmm-01aw'],True
nmm_t_6747,nmm-01aw,['nmm-01aw'],True
nmm_t_6748,nmm-01aw,['nmm-01aw'],True
nmm_t_6749,nmm-01ax,[],False
nmm_t_6750,nmm-01ax,['nmm-01ax'],True
nmm_t_6751,nmm-01ax,['nmm-01ax'],True
nmm_t_6752,nmm-01ax,['nmm-01ax'],True
nmm_t_6753,nmm-01ay,[],False
nmm_t_6754,nmm-01ay,['nmm-01ay'],True
nmm_t_6755,nmm-01ay,['nmm-01ay'],True
nmm_t_6756,nmm-01ay,['nmm-01ay'],True
nmm_t_6757,nmm-01az,[],False
nmm_t_6758,nmm-01az,['nmm-01az'],True
nmm_t_6759,nmm-01az,['nmm-01az'],True
nmm_t_6760,nmm-01az,['nmm-01az'],True
nmm_t_6761,nmm-01b0,[],False
nmm_t_6762,nmm-01b0,['nmm-01b0'],True
nmm_t_6763,nmm-01b0,['nmm-01b0'],True
nmm_t_6764,nmm-01b0,['nmm-01b0'],True
nmm_t_6765,nmm-01b1,[],False
nmm_t_6766,nmm-01b1,['nmm-01b1'],True
nmm_t_6767,nmm-01b1,['nmm-01b1'],True
nmm_t_6768,nmm-01b1,['nmm-01b1'],True
nmm_t_6769,nmm-01b2,[],False
nmm_t_6770,nmm-01b2,['nmm-01b2'],True
nmm_t_6771,nmm-01b2,['nmm-01b2'],True
nmm_t_6772,nmm-01b2,['nmm-01b2'],True
nmm_t_6773,nmm-01b3,[],False
nmm_t_6774,nmm-01b3,['nmm-01b3'],True
nmm_t_6775,nmm-01b3,['nmm-01b3'],True
nmm_t_6776,nmm-01b3,['nmm-01b3'],True
nmm_t_6777,nmm-01b4,[],False
nmm_t_6778,nmm-01b4,['nmm-01b4'],True
nmm_t_6779,nmm-01b4,['nmm-01b4'],True
nmm_t_6780,nmm-01b4,['nmm-01b4'],True
